month,ua_browser_version,ua_browser,ua_form_factor,ua_os_version,ua_os,page_path,page_resource_id,page_type,page_url,location_city,location_region,location_country,referrer_host,referrer_name,referrer_path,referrer_source,referrer_terms,referrer_url,total_sessions,total_carts,total_checkouts,total_orders_placed,total_conversion,avg_duration,total_bounce_rate,total_pageviews,total_visitors
2020-12,87,Chrome,Desktop,10,Mac OS X,,,Homepage,https://thebeardroller.com/,Hamburg,Hamburg,Germany,www.ecosia.org,Ecosia,,Search,,www.ecosia.org,1,0,0,0,0,0s,1,1,1
2020-12,87,Chrome,Desktop,,Linux,,,Homepage,https://thebeardroller.com/?fbclid=IwAR1iJHqKI-gPvTeDMUuwaaR8MFvYMxw7QIWNI2Gmq41niWQ_CRvNprcC64U,,,Ireland,www.facebook.com,Facebook,,Social,,www.facebook.com,1,0,0,0,0,0s,1,1,1
2020-12,87,Chrome,Desktop,,Linux,,,Homepage,https://thebeardroller.com/?fbclid=IwAR1v3fm6Xt2dC_Hct4-fbrfhXFN-_ju3EgEKqbmqfWX2IKs7gIvSkwmftuM,,,United States,www.facebook.com,Facebook,,Social,,www.facebook.com,1,0,0,0,0,0s,1,1,1
2020-12,87,Chrome,Desktop,10,Windows,,,Homepage,https://thebeardroller.com/,Duncraig,Western Australia,Australia,www.bing.com,Bing,,Search,,www.bing.com,1,0,0,0,0,2s,0,2,1
2020-12,83,Chrome,Mobile,10,Android,,,Homepage,https://thebeardroller.com/,Pontoise,Île-de-France,France,www.qwant.com,,,Unknown,,www.qwant.com,1,0,0,0,0,6s,0,2,1
2020-12,167,Instagram,Mobile,14,iOS,,,Homepage,https://thebeardroller.com/,Berlin,Land Berlin,Germany,,,,Direct,,,1,0,0,0,0,2m21s,0,3,1
2020-12,74,Chrome,Desktop,10,Mac OS X,,,Homepage,https://thebeardroller.com/,,,United States,,,,Direct,,,1,0,0,0,0,0s,1,1,1
2020-12,169,Instagram,Mobile,14,iOS,,,Homepage,https://thebeardroller.com/,Hurstville,New South Wales,Australia,,,,Direct,,,1,0,0,0,0,49s,0,3,1
2020-12,169,Instagram,Mobile,14,iOS,,,Homepage,https://thebeardroller.com/,Croydon,England,United Kingdom,,,,Direct,,,1,0,0,0,0,6s,0,2,1
2020-12,14,Mobile Safari,Mobile,14,iOS,,,Homepage,https://thebeardroller.com/,,,,duckduckgo.com,DuckDuckGo,,Search,,duckduckgo.com,1,0,0,0,0,28s,0,2,1
2020-12,84,Chrome Mobile,Mobile,7,Android,/products/the-beard-roller,2439492730958,Product,https://thebeardroller.com/products/the-beard-roller,Mountain View,California,United States,,,,Direct,,,4,0,0,0,0,0s,1,4,4
2020-12,14,Mobile Safari,Mobile,14,iOS,,,Homepage,https://thebeardroller.com/,Conway,Arkansas,United States,duckduckgo.com,DuckDuckGo,,Search,,duckduckgo.com,1,0,0,0,0,0s,1,1,1
2020-12,77,Chrome Mobile,Mobile,9,Android,,,Homepage,https://thebeardroller.com/,Cordova,Andalusia,Spain,www.bing.com,Bing,,Search,,www.bing.com,1,0,0,0,0,0s,1,1,1
2020-12,76,Chrome,Desktop,10,Windows,,,Homepage,https://thebeardroller.com/,,,United States,,,,Direct,,,5,0,0,0,0,0s,1,5,5
2020-12,87,Chrome,Desktop,,Linux,,,Homepage,https://thebeardroller.com/?fbclid=IwAR1fimWCjPvzSoGy0HQtPJiPFfBlkKRHlDY5N6ApxxrgvJLZCg3vll-ZS6w,,,United States,www.facebook.com,Facebook,,Social,,www.facebook.com,1,0,0,0,0,0s,1,1,1
2020-12,87,Chrome,Desktop,10,Windows,,,Homepage,https://thebeardroller.com/,Jacksonville,Florida,United States,www.bing.com,Bing,,Search,,www.bing.com,1,0,0,0,0,1m13s,0,2,1
2020-12,87,Chrome,Desktop,,Linux,,,Homepage,https://thebeardroller.com/?fbclid=IwAR2uWkffNgo1NUNxqqFEr4kaHzVSEFIcvK9RF8q1Kr9MaGQ_gQrf5G0dgic,,,United States,www.facebook.com,Facebook,,Social,,www.facebook.com,1,0,0,0,0,0s,1,1,1
2020-12,87,Chrome,Desktop,,Linux,,,Homepage,https://thebeardroller.com/?fbclid=IwAR1dMlRDC5lqtEEoorD4E9hJq0xCaCJOh_HUDycikJw5UYdJMQoVjibIi9c,,,United States,www.facebook.com,Facebook,,Social,,www.facebook.com,1,0,0,0,0,0s,1,1,1
2020-12,87,Chrome,Desktop,10,Windows,,,Homepage,https://thebeardroller.com/,Alexandroupoli,East Macedonia and Thrace,Greece,www.bing.com,Bing,,Search,,www.bing.com,1,0,0,0,0,7s,0,2,1
2020-12,87,Chrome,Desktop,,Linux,,,Homepage,https://thebeardroller.com/?fbclid=IwAR0j-SR0QHnTgM3hUjY-R5T10-r9wSRlYdWbO11dPRQ0fzH5gKCkwDr-xkY,,,United States,www.facebook.com,Facebook,,Social,,www.facebook.com,1,0,0,0,0,0s,1,1,1
2020-12,167,Instagram,Mobile,14,iOS,,,Homepage,https://thebeardroller.com/,Delft,South Holland,Netherlands,,,,Direct,,,1,0,0,0,0,2m10s,0,4,1
2020-12,87,Chrome,Desktop,,Linux,,,Homepage,https://thebeardroller.com/?fbclid=IwAR0F5KPl48vVM724K3aIHeXzsPVkZUDtWCAz3c6U0FqFVD33I9gQlZLmyXs,,,United States,www.facebook.com,Facebook,,Social,,www.facebook.com,1,0,0,0,0,0s,1,1,1
2020-12,87,Chrome,Desktop,10,Windows,,,Homepage,https://thebeardroller.com/,Winter Park,Florida,United States,www.bing.com,Bing,,Search,,www.bing.com,1,0,0,0,0,0s,1,1,1
2020-12,79,Chrome,Desktop,10,Windows,,,Homepage,https://thebeardroller.com/,,,United States,,,,Direct,,,1,0,0,0,0,0s,1,1,1
2020-12,14,Mobile Safari,Mobile,14,iOS,,,Homepage,https://thebeardroller.com/,The Bronx,New York,United States,,,,Direct,,,1,0,0,0,0,0s,1,1,1
2020-12,77,Chrome Mobile,Mobile,10,Android,,,Homepage,https://thebeardroller.com/,Maesycwmmer,Wales,United Kingdom,www.bing.com,Bing,,Search,,www.bing.com,1,0,0,0,0,0s,1,1,1
2020-12,84,Chrome Mobile,Mobile,7,Android,,,Homepage,https://thebeardroller.com/,Mountain View,California,United States,,,,Direct,,,2,0,0,0,0,0s,1,2,2
2020-12,59,Chrome Mobile,Mobile,7,Android,,,Homepage,https://thebeardroller.com/,,,United States,,,,Direct,,,1,0,0,0,0,0s,1,1,1
2020-12,167,Instagram,Mobile,14,iOS,,,Homepage,https://thebeardroller.com/,,,Germany,,,,Direct,,,1,0,0,0,0,3s,0,2,1
2020-12,168,Instagram,Mobile,8,Android,,,Homepage,https://thebeardroller.com/,Sheffield,England,United Kingdom,l.instagram.com,Instagram,,Social,,l.instagram.com,1,0,0,0,0,13s,0,4,1
2020-12,14,Mobile Safari,Mobile,14,iOS,,,Homepage,https://thebeardroller.com/,Napa,California,United States,duckduckgo.com,DuckDuckGo,,Search,,duckduckgo.com,1,0,0,0,0,0s,1,1,1
2020-12,169,Instagram,Mobile,14,iOS,,,Homepage,https://thebeardroller.com/,Moreno Valley,California,United States,,,,Direct,,,1,0,0,0,0,0s,1,1,1
2020-12,14,Safari,Desktop,10,Mac OS X,,,Homepage,https://thebeardroller.com/,Atlanta,Georgia,United States,,,,Direct,,,1,0,0,0,0,0s,1,1,1
2020-12,84,Chrome Mobile,Mobile,7,Android,,,Homepage,https://thebeardroller.com/,,,United States,,,,Direct,,,11,0,0,0,0,0s,1,11,11
2020-12,86,Chrome,Desktop,,Linux,,,Homepage,https://thebeardroller.com/?fbclid=IwAR1AMK30Y8Ni3K_YytW8pf8SOCA7W5GT5IPZqmJ4w4OqNMdNx5lvDyZzd08,,,United States,www.facebook.com,Facebook,,Social,,www.facebook.com,1,0,0,0,0,0s,1,1,1
2020-12,84,Chrome Mobile,Mobile,7,Android,/products/the-beard-roller,2439492730958,Product,https://thebeardroller.com/products/the-beard-roller,,Virginia,United States,,,,Direct,,,18,0,0,0,0,0s,1,18,18
2020-12,167,Instagram,Mobile,14,iOS,,,Homepage,https://thebeardroller.com/,Opende,Groningen,Netherlands,,,,Direct,,,1,0,0,0,0,2s,0,2,1
2020-12,168,Instagram,Mobile,14,iOS,,,Homepage,https://thebeardroller.com/,Stone Mountain,Georgia,United States,,,,Direct,,,1,0,1,1,1,1m4s,0,4,1
2020-12,64,Chrome,Desktop,,Linux,/products/the-beard-roller,2439492730958,Product,https://thebeardroller.com/products/the-beard-roller,Boardman,Oregon,United States,,,,Direct,,,1,0,0,0,0,0s,1,1,1
2020-12,87,Chrome,Desktop,,Linux,,,Homepage,https://thebeardroller.com/?fbclid=IwAR3OgeJElubxjPLssEbtfQRZEMpVdThTOwddO67lPdV1e5y56lkHU_Jmi-E,,,United States,www.facebook.com,Facebook,,Social,,www.facebook.com,1,0,0,0,0,0s,1,1,1
2020-12,169,Instagram,Mobile,14,iOS,,,Homepage,https://thebeardroller.com/,Riverside,California,United States,,,,Direct,,,1,0,0,0,0,20s,0,3,1
2020-12,87,Chrome,Desktop,,Linux,,,Homepage,https://thebeardroller.com/?fbclid=IwAR2ZW1v4vBj0buiLOJ5akdyalNfux39Lmagklyethl16wXz4YrJDCUchQus,,,United States,www.facebook.com,Facebook,,Social,,www.facebook.com,1,0,0,0,0,0s,1,1,1
2020-12,87,Chrome,Desktop,10,Mac OS X,,,Homepage,https://thebeardroller.com/,Manchester,England,United Kingdom,www.ecosia.org,Ecosia,,Search,,www.ecosia.org,1,0,0,0,0,0s,1,1,1
2020-12,87,Chrome,Desktop,,Linux,,,Homepage,https://thebeardroller.com/?fbclid=IwAR2OhXq15Ln6TNN05nsjrUEOcWuPXLQJ3Zps37D2BHRLuXFi1SNSNkL-wp4,,,Ireland,www.facebook.com,Facebook,,Social,,www.facebook.com,1,0,0,0,0,0s,1,1,1
2020-12,64,Chrome,Desktop,,Linux,,,Homepage,https://thebeardroller.com/,Boardman,Oregon,United States,,,,Direct,,,2,0,0,0,0,0s,1,2,2
2020-12,87,Chrome,Desktop,,Linux,,,Homepage,https://thebeardroller.com/?fbclid=IwAR1_7OXJDPYVxh8jNoPUmi0tJNgNujL_stE2_23Zg0aPbM5E1W0OJ1I7CMI,,,United States,www.facebook.com,Facebook,,Social,,www.facebook.com,1,0,0,0,0,0s,1,1,1
2020-12,87,Chrome,Desktop,10,Windows,,,Homepage,https://thebeardroller.com/,Dorking,England,United Kingdom,www.bing.com,Bing,,Search,,www.bing.com,1,0,0,0,0,0s,1,1,1
2020-12,87,Chrome,Desktop,,Linux,,,Homepage,https://thebeardroller.com/?fbclid=IwAR1JCf2gGGbeRLiXVBoToU04gI8U_w838u4FmSJUi-Mli2g0QMwm1cjVWEc,,,United States,www.facebook.com,Facebook,,Social,,www.facebook.com,1,0,0,0,0,0s,1,1,1
2020-12,87,Chrome,Desktop,,Linux,,,Homepage,https://thebeardroller.com/?fbclid=IwAR0iWXxsDDlVOVx4Gbx9Y90uDauX9m-WFt9izYTTeLNS9z3Y702A4dJ40ZE,,,United States,www.facebook.com,Facebook,,Social,,www.facebook.com,1,0,0,0,0,0s,1,1,1
2020-12,84,Chrome Mobile,Mobile,7,Android,,,Homepage,https://thebeardroller.com/,,Virginia,United States,,,,Direct,,,18,0,0,0,0,0s,1,18,18
2020-12,87,Chrome,Desktop,,Linux,,,Homepage,https://thebeardroller.com/?fbclid=IwAR3sUumhTFafoXN3vuflDLG9b8agc9YOx2igH16fTl7vOMPS-yIMPoU0QzU,,,Ireland,www.facebook.com,Facebook,,Social,,www.facebook.com,1,0,0,0,0,0s,1,1,1
2020-12,64,Chrome,Desktop,,Linux,/pages/privacy-policy,27111686222,Custom Page,https://thebeardroller.com/pages/privacy-policy,Boardman,Oregon,United States,,,,Direct,,,1,0,0,0,0,0s,1,1,1
2020-12,87,Chrome,Desktop,,Linux,,,Homepage,https://thebeardroller.com/?fbclid=IwAR3J2V3eAfKJSRItK7W6Y3M6rrFTLIOg1ekGW6d0uvp0S2342uW5oAHT-LI,,,United States,www.facebook.com,Facebook,,Social,,www.facebook.com,1,0,0,0,0,0s,1,1,1
2020-12,87,Chrome,Desktop,10,Windows,,,Homepage,https://thebeardroller.com/,Valladolid,Castille and León,Spain,www.bing.com,Bing,,Search,,www.bing.com,1,0,0,0,0,0s,1,1,1
2020-12,87,Chrome,Desktop,,Linux,,,Homepage,https://thebeardroller.com/?fbclid=IwAR27TXyFS1mXIbP80sy8Q3NRr6KdTEVXJi6BOJIUpaLokWetE5sQ0lsmuDw,,,United States,www.facebook.com,Facebook,,Social,,www.facebook.com,1,0,0,0,0,0s,1,1,1
2020-12,14,Mobile Safari,Mobile,14,iOS,/products/the-beard-roller,2439492730958,Product,https://thebeardroller.com/products/the-beard-roller,Harrow,England,United Kingdom,thebeardroller.com,,,Direct,,thebeardroller.com,1,0,0,0,0,0s,1,1,1
2020-12,87,Chrome,Desktop,,Linux,,,Homepage,https://thebeardroller.com/?fbclid=IwAR23Ffa3jQ-lPuClh-1z92i5Xf5ni52paH1ZBA01tCdX9fZR4FcUbN1arB8,,,United States,www.facebook.com,Facebook,,Social,,www.facebook.com,1,0,0,0,0,0s,1,1,1
2020-12,87,Chrome,Desktop,10,Windows,,,Homepage,https://thebeardroller.com/,Rohnert Park,California,United States,www.bing.com,Bing,,Search,,www.bing.com,1,0,0,0,0,5s,0,3,1
2020-12,83,Firefox,Desktop,10,Windows,,,Homepage,https://thebeardroller.com/,Los Angeles,California,United States,duckduckgo.com,DuckDuckGo,,Search,,duckduckgo.com,1,0,0,0,0,14m8s,0,5,1
2020-12,167,Instagram,Mobile,14,iOS,,,Homepage,https://thebeardroller.com/,Magherafelt,Northern Ireland,United Kingdom,,,,Direct,,,1,0,0,0,0,0s,1,1,1
2020-12,83,Chrome,Desktop,7,Windows,,,Homepage,https://thebeardroller.com/,,,United States,,,,Direct,,,1,0,0,0,0,0s,1,1,1
2020-12,87,Chrome,Desktop,10,Windows,,,Homepage,https://thebeardroller.com/,Oslo,Oslo County,Norway,www.google.com,Google,,Search,,www.google.com,1,0,0,0,0,0s,1,1,1
2020-12,75,Chrome Mobile,Mobile,8,Android,,,Homepage,https://thebeardroller.com/,Zhengzhou,Henan,China,,,,Direct,,,1,0,0,0,0,0s,1,1,1
2020-12,14,Safari,Desktop,10,Mac OS X,,,Homepage,https://thebeardroller.com/,Atlanta,Georgia,United States,duckduckgo.com,DuckDuckGo,,Search,,duckduckgo.com,3,0,0,0,0,48.666666666s,0.33333,13,1
2020-12,168,Instagram,Mobile,14,iOS,,,Homepage,https://thebeardroller.com/,Mesa,Arizona,United States,,,,Direct,,,1,0,0,0,0,13s,0,2,1
2020-12,87,Chrome,Desktop,10,Windows,,,Homepage,https://thebeardroller.com/,,,Romania,,,,Direct,,,1,0,0,0,0,0s,1,1,1
2020-12,78,Chrome,Desktop,7,Windows,/pages/instruction,43895947342,Custom Page,https://thebeardroller.com/pages/instruction,Los Angeles,California,United States,www.google.com,Google,,Search,,www.google.com,1,0,0,0,0,0s,1,1,1
2020-12,167,Instagram,Mobile,14,iOS,,,Homepage,https://thebeardroller.com/,Ashburn,Virginia,United States,,,,Direct,,,1,0,0,0,0,5s,0,2,1
2020-12,6,IE,Desktop,XP,Windows,,,Homepage,https://thebeardroller.com/,,,Portugal,,,,Direct,,,1,0,0,0,0,0s,1,1,1
2020-12,87,Chrome,Desktop,10,Windows,,,Homepage,https://thebeardroller.com/,Chilliwack,British Columbia,Canada,www.bing.com,Bing,,Search,,www.bing.com,1,0,0,0,0,0s,1,1,1
2020-12,17,Firefox,Desktop,XP,Windows,,,Homepage,https://thebeardroller.com/,,Virginia,United States,,,,Direct,,,1,0,0,0,0,0s,1,1,1
2020-12,14,Mobile Safari,Mobile,14,iOS,,,Homepage,https://thebeardroller.com/,Harrow,England,United Kingdom,,,,Direct,,,1,0,0,0,0,4s,0,2,1
2020-12,11,Safari,Desktop,10,Mac OS X,,,Homepage,https://thebeardroller.com/,Devizes,England,United Kingdom,www.bing.com,Bing,,Search,,www.bing.com,2,0,0,0,0,21.5s,0,5,1
2020-12,87,Chrome,Desktop,10,Windows,,,Homepage,https://thebeardroller.com/,Québec,Quebec,Canada,,,,Direct,,,1,0,0,0,0,0s,1,1,1
2020-12,168,Instagram,Mobile,13,iOS,,,Homepage,https://thebeardroller.com/,London,England,United Kingdom,,,,Direct,,,1,0,0,0,0,0s,1,1,1
2020-12,167,Instagram,Mobile,14,iOS,,,Homepage,https://thebeardroller.com/,Uiwang,Gyeonggi-do,South Korea,,,,Direct,,,1,0,0,0,0,21s,0,2,1
2020-12,169,Instagram,Mobile,14,iOS,,,Homepage,https://thebeardroller.com/,,,Belgium,,,,Direct,,,2,0,0,0,0,2s,0.5,3,2
2020-12,14,Mobile Safari,Mobile,14,iOS,,,Homepage,https://thebeardroller.com/,Nesbyen,Buskerud,Norway,www.google.no,Google,,Search,,www.google.no,1,0,0,0,0,0s,1,1,1
2020-12,169,Instagram,Mobile,9,Android,,,Homepage,https://thebeardroller.com/,Ahmedabad,Gujarat,India,l.instagram.com,Instagram,,Social,,l.instagram.com,1,0,0,0,0,37s,0,3,1
2020-12,67,HeadlessChrome,Desktop,,Linux,,,Homepage,https://thebeardroller.com/,,Virginia,United States,,,,Direct,,,1,0,0,0,0,0s,1,1,1
2020-12,Other,Other,Other,Other,Other,,,Homepage,https://thebeardroller.com/,,,France,,,,Direct,,,1,0,0,0,0,10s,0,2,1
2020-12,86,Chrome,Desktop,7,Windows,,,Homepage,https://thebeardroller.com/,Guangzhou,Guangdong,China,cn.bing.com,Bing,,Search,,cn.bing.com,1,0,0,0,0,0s,1,1,1
2020-12,64,Chrome,Desktop,,Linux,/products/the-beard-roller,2439492730958,Product,https://thebeardroller.com/products/the-beard-roller,,,United States,,,,Direct,,,1,0,0,0,0,0s,1,1,1
2020-12,167,Instagram,Mobile,14,iOS,,,Homepage,https://thebeardroller.com/,Nishiochiai,Tokyo,Japan,,,,Direct,,,1,0,0,0,0,0s,1,1,1
2020-12,84,Chrome Mobile,Mobile,7,Android,/products/the-beard-roller,2439492730958,Product,https://thebeardroller.com/products/the-beard-roller,,,United States,,,,Direct,,,9,0,0,0,0,0s,1,9,9
2020-12,82,Firefox Mobile,Mobile,5,Android,,,Homepage,https://thebeardroller.com/,Madrid,Madrid,Spain,duckduckgo.com,DuckDuckGo,,Search,,duckduckgo.com,1,0,0,0,0,0s,1,1,1
2020-12,84,Firefox,Desktop,10,Mac OS X,,,Homepage,https://thebeardroller.com/,Korinth,South Denmark,Denmark,duckduckgo.com,DuckDuckGo,,Search,,duckduckgo.com,1,0,0,0,0,10s,0,2,1
2020-12,87,Chrome,Desktop,10,Windows,,,Homepage,https://thebeardroller.com/,Manchester,England,United Kingdom,www.bing.com,Bing,,Search,,www.bing.com,1,0,0,0,0,1m9s,0,2,1
2020-12,81,Chrome,Desktop,10,Windows,,,Homepage,https://thebeardroller.com/,San Jose,California,United States,www.pexgle.com,,/special/6,Unknown,,www.pexgle.com/special/6,4,0,0,0,0,0s,1,4,4
2020-12,64,Chrome,Desktop,,Linux,/pages/return-refund-policy,27111718990,Custom Page,https://thebeardroller.com/pages/return-refund-policy,Boardman,Oregon,United States,,,,Direct,,,1,0,0,0,0,0s,1,1,1
2020-12,87,Chrome Mobile iOS,Mobile,14,iOS,,,Homepage,https://thebeardroller.com/,Shawinigan,Quebec,Canada,www.google.com,Google,,Search,,www.google.com,1,0,0,0,0,4m6s,0,3,1
2020-12,156,Instagram,Mobile,14,iOS,,,Homepage,https://thebeardroller.com/,Anaheim,California,United States,,,,Direct,,,1,0,0,0,0,0s,1,1,1
2020-12,10,Mobile Safari,Mobile,10,iOS,,,Homepage,https://thebeardroller.com/,,,United States,,,,Direct,,,2,0,0,0,0,0s,1,2,2
2020-12,169,Instagram,Mobile,14,iOS,,,Homepage,https://thebeardroller.com/,Nijmegen,Provincie Gelderland,Netherlands,,,,Direct,,,1,0,0,0,0,44s,0,2,1
2020-12,64,Chrome,Desktop,,Linux,/account/login,,Customer Account,https://thebeardroller.com/account/login,Boardman,Oregon,United States,,,,Direct,,,1,0,0,0,0,0s,1,1,1
2020-12,87,Chrome,Desktop,10,Windows,,,Homepage,https://thebeardroller.com/,Forlì,Emilia-Romagna,Italy,www.bing.com,Bing,,Search,,www.bing.com,1,0,0,0,0,5m29s,0,3,1
2020-12,87,Chrome,Desktop,,Linux,,,Homepage,https://thebeardroller.com/?fbclid=IwAR08R_NaawbZ3-NbZkDYmu81HnnmzeXAArrXrO-fQnh4wQ7qrCCDW6RNBbA,,,United States,www.facebook.com,Facebook,,Social,,www.facebook.com,1,0,0,0,0,0s,1,1,1
2021-01,17,Firefox,Desktop,XP,Windows,,,Homepage,https://thebeardroller.com/,,Virginia,United States,,,,Direct,,,1,0,0,0,0,0s,1,1,1
2021-01,84,Chrome Mobile,Mobile,7,Android,/products/the-beard-roller,2439492730958,Product,https://thebeardroller.com/products/the-beard-roller?_fd=0,,,United States,,,,Direct,,,7,0,0,0,0,0s,1,7,7
2021-01,171,Instagram,Mobile,14,iOS,,,Homepage,https://thebeardroller.com/,Hamilton,Ontario,Canada,,,,Direct,,,1,0,0,0,0,0s,1,1,1
2021-01,13,Mobile Safari,Mobile,13,iOS,,,Homepage,https://thebeardroller.com/,Spring Hill,Tennessee,United States,duckduckgo.com,DuckDuckGo,,Search,,duckduckgo.com,2,0,0,0,0,31s,0.5,3,1
2021-01,171,Instagram,Mobile,14,iOS,,,Homepage,https://thebeardroller.com/,Veles,Veles,Macedonia,,,,Direct,,,1,0,0,0,0,32s,0,3,1
2021-01,13,Mobile Safari,Mobile,13,iOS,,,Homepage,https://thebeardroller.com/,Enfield Town,England,United Kingdom,,,,Direct,,,2,0,0,0,0,0s,1,2,2
2021-01,171,Instagram,Mobile,14,iOS,,,Homepage,https://thebeardroller.com/,,,Austria,,,,Direct,,,1,0,0,0,0,3s,0,2,1
2021-01,Other,Other,Other,Other,Other,,,Homepage,https://thebeardroller.com/,Dundee,Scotland,United Kingdom,www.google.com,Google,,Search,,www.google.com,1,0,0,0,0,0s,1,1,1
2021-01,81,Chrome,Desktop,10,Windows,,,Homepage,https://thebeardroller.com/,Seattle,Washington,United States,www.pexgle.com,,/special/6,Unknown,,www.pexgle.com/special/6,3,0,0,0,0,0s,1,3,3
2021-01,84,Chrome Mobile,Mobile,7,Android,/products/the-beard-roller,2439492730958,Product,https://thebeardroller.com/products/the-beard-roller?_fd=0,,Virginia,United States,,,,Direct,,,9,0,0,0,0,0s,1,9,9
2021-01,172,Instagram,Mobile,14,iOS,,,Homepage,https://thebeardroller.com/,Scotland,Ontario,Canada,,,,Direct,,,1,0,0,0,0,1m53s,0,6,1
2021-01,85,Chrome Mobile,Mobile,10,Android,,,Homepage,https://thebeardroller.com/,,,Germany,www.ecosia.org,Ecosia,,Search,,www.ecosia.org,1,0,0,0,0,19m14s,0,2,1
2021-01,80,HeadlessChrome,Desktop,,Linux,,,Homepage,https://thebeardroller.com/,,,United States,,,,Direct,,,1,0,0,0,0,0s,1,1,1
2021-01,79,Chrome,Desktop,10,Windows,,,Homepage,https://thebeardroller.com/,Melville,Saskatchewan,Canada,,,,Direct,,,1,0,1,1,1,11m5s,0,7,1
2021-01,68,Firefox,Mobile,,Android,,,Homepage,https://thebeardroller.com/,,,France,www.qwant.com,,,Unknown,,www.qwant.com,2,0,0,0,0,0s,1,2,1
2021-01,64,Chrome,Desktop,,Linux,/cart,,Cart,https://thebeardroller.com/cart,,,United States,,,,Direct,,,2,0,0,0,0,0s,1,2,2
2021-01,8,IE,Desktop,XP,Windows,/pages/about-us,27111751758,Custom Page,https://thebeardroller.com/pages/about-us,Frankfurt am Main,Hesse,Germany,,,,Direct,,,1,0,0,0,0,0s,1,1,1
2021-01,64,Chrome,Desktop,,Linux,/collections/all,,Collection,https://thebeardroller.com/collections/all,,,United States,,,,Direct,,,1,0,0,0,0,0s,1,1,1
2021-01,84,Firefox,Desktop,10,Windows,,,Homepage,https://thebeardroller.com/,Liverpool,England,United Kingdom,duckduckgo.com,DuckDuckGo,,Search,,duckduckgo.com,1,0,0,0,0,3m40s,0,4,1
2021-01,64,Chrome,Desktop,,Linux,/products/the-beard-roller,2439492730958,Product,https://thebeardroller.com/products/the-beard-roller?variant=21727675023438,Boardman,Oregon,United States,,,,Direct,,,1,0,0,0,0,0s,1,1,1
2021-01,14,Mobile Safari,Mobile,14,iOS,,,Homepage,https://thebeardroller.com/,Lancaster,California,United States,r.search.yahoo.com,Yahoo!,,Search,,r.search.yahoo.com,1,1,1,1,1,4m37s,0,12,1
2021-01,87,Chrome Mobile WebView,Mobile,9,Android,,,Homepage,https://thebeardroller.com/,Cleveland,Ohio,United States,duckduckgo.com,DuckDuckGo,,Search,,duckduckgo.com,1,0,0,0,0,1m30s,0,3,1
2021-01,169,Instagram,Mobile,14,iOS,,,Homepage,https://thebeardroller.com/,Lawrenceville,Georgia,United States,,,,Direct,,,1,0,0,0,0,52s,0,3,1
2021-01,84,Chrome Mobile,Mobile,7,Android,,,Homepage,https://thebeardroller.com/,,Virginia,United States,,,,Direct,,,2,0,0,0,0,0s,1,2,2
2021-01,87,HeadlessChrome,Desktop,10,Windows,/pages/contact-us,27111784526,Custom Page,https://thebeardroller.com/pages/contact-us,,,,,,,Direct,,,1,0,0,0,0,0s,1,1,1
2021-01,84,Chrome Mobile,Mobile,7,Android,/collections/all,,Collection,https://thebeardroller.com/collections/all?_fd=0,,Virginia,United States,,,,Direct,,,1,0,0,0,0,0s,1,1,1
2021-01,64,Chrome,Desktop,,Linux,/account/register,,Customer Account,https://thebeardroller.com/account/register,Boardman,Oregon,United States,,,,Direct,,,1,0,0,0,0,0s,1,1,1
2021-01,84,Chrome Mobile,Mobile,7,Android,,,Homepage,https://thebeardroller.com/,,,United States,,,,Direct,,,1,0,0,0,0,0s,1,1,1
2021-01,87,Chrome Mobile,Mobile,10,Android,,,Homepage,https://thebeardroller.com/,Edmonton,Alberta,Canada,www.google.com,Google,,Search,,www.google.com,1,0,0,0,0,43s,0,6,1
2021-01,170,Instagram,Mobile,14,iOS,,,Homepage,https://thebeardroller.com/,Columbus,Ohio,United States,,,,Direct,,,1,0,0,0,0,0s,1,1,1
2021-01,14,Safari,Desktop,10,Mac OS X,,,Homepage,https://thebeardroller.com/,Kingston upon Thames,England,United Kingdom,www.qwant.com,,,Unknown,,www.qwant.com,1,0,0,0,0,25s,0,2,1
2021-01,84,Chrome Mobile,Mobile,7,Android,/products/the-beard-roller,2439492730958,Product,https://thebeardroller.com/products/the-beard-roller,,,United States,,,,Direct,,,1,0,0,0,0,0s,1,1,1
2021-01,14,Mobile Safari,Mobile,14,iOS,,,Homepage,https://thebeardroller.com/,,,United States,r.search.yahoo.com,Yahoo!,,Search,,r.search.yahoo.com,1,0,0,0,0,0s,1,1,1
2021-01,84,HeadlessChrome,Desktop,,Linux,,,Homepage,https://thebeardroller.com/,,,Belarus,,,,Direct,,,1,0,0,0,0,0s,1,1,1
2021-01,83,Chrome,Mobile,10,Android,,,Homepage,https://thebeardroller.com/,,,France,www.qwant.com,,,Unknown,,www.qwant.com,1,0,0,0,0,0s,1,1,1
2021-01,64,Chrome,Desktop,,Linux,,,Homepage,https://thebeardroller.com/,Boardman,Oregon,United States,,,,Direct,,,3,0,0,0,0,0s,1,3,3
2021-01,86,Chrome,Desktop,,Linux,,,Homepage,https://thebeardroller.com/?fbclid=IwAR20AA_NF0YSLyGkW2OFqBUe5w9068vT4BaR8hCc8es26kf3aw6mgEM6oaM,,,United States,www.facebook.com,Facebook,,Social,,www.facebook.com,1,0,0,0,0,0s,1,1,1
